"SRO ID", "@when", "@notBefore", "@notAfter", "Date"
"SRO4549", "1603-01-08", "", "", "8 Januarij 1603"
"SRO4550", "1603-01-13", "", "", "13 Januarij"
"SRO4551", "1603-01-27", "", "", "27 Januarij 1603"
"SRO4552", "1603-01-27", "", "", "27 Januarij 1603"
"SRO4553", "1603-01-27", "", "", "27 Januarij 1603"
"SRO4554", "1603-01-27", "", "", "27 Januarij 1603"
"SRO4555", "1603-01-27", "", "", "27 Januarij 1603"
"SRO4556", "", "1603-02-01", "1603-02-04", "? Februarij"
"SRO4557", "1603-02-04", "", "", "4to februarij 1603"
"SRO4558", "1603-02-07", "", "", "7 februarij"
"SRO4559", "1603-02-07", "", "", "7 februarij"
"SRO4560", "1603-02-07", "", "", "7 februarij"
"SRO4561", "1603-02-07", "", "", "7 februarij"
"SRO4562", "1603-02-07", "", "", "7. februarij"
"SRO4563", "1603-02-07", "", "", "7. februarij"
"SRO4564", "1603-02-07", "", "", "7. februarij"
"SRO4565", "1603-02-07", "", "", "7o Februarij 1603"
"SRO4566", "1603-02-12", "", "", "12o Februarij"
"SRO4567", "1603-02-17", "", "", "17. februarij"
"SRO4568", "1603-02-17", "", "", "17. februarij"
"SRO4569", "1603-02-21", "", "", "xxjo Februarij"
"SRO4570", "1603-02-23", "", "", "xxiijo Februarij 1603"
"SRO4571", "1603-02-23", "", "", "xxiijo Februarij 1603"
"SRO4572", "1603-02-23", "", "", "xxiijo Februarij 1603"
"SRO4573", "1603-02-24", "", "", "xxiiijto Februarij"
"SRO4574", "1603-03-03", "", "", "3 martij"
"SRO4575", "1603-03-03", "", "", "7mo. martij"
"SRO4576", "1603-03-11", "", "", "11 martij 1603"
"SRO4577", "1603-03-14", "", "", "14o martij"
"SRO4578", "1603-03-19", "", "", "19 Martij"
"SRO4579", "1603-03-16", "", "", "16o martij"
"SRO4580", "1602-03-16", "", "", "16o martij"
"SRO4581", "1603-03-19", "", "", "19 Martij"
"SRO4582", "1603-03-28", "", "", "28 marcij 1603 j Regis Jacobi j /"
"SRO4583", "1603-03-29", "", "", "29 martij"
"SRO4584", "1603-03-30", "", "", "30 martij"
"SRO4585", "1603-04-02", "", "", "ijo Aprilis /"
"SRO4586", "1603-04-02", "", "", "ijo Aprilis /"
"SRO4587", "1603-04-03", "", "", "3 aprilis"
"SRO4588", "1603-04-03", "", "", "3 aprilis"
"SRO4589", "1603-04-03", "", "", "3 aprilis"
"SRO4590", "1603-04-06", "", "", "6 Aprilis 1603"
"SRO4591", "1603-04-07", "", "", "7 Aprilis"
"SRO4592", "1603-04-08", "", "", "8 Aprilis"
"SRO4593", "1603-04-08", "", "", "8 Aprilis"
"SRO4594", "1603-04-11", "", "", "xj. aprilis 1603"
"SRO4595", "1603-04-12", "", "", "12 Aprilis"
"SRO4596", "1603-04-12", "", "", "12 Aprilis"
"SRO4597", "1603-04-14", "", "", "14 Aprilis"
"SRO4598", "1603-04-18", "", "", "/ 18 Aprilis"
"SRO4599", "1603-04-22", "", "", "22th Aprilis"
"SRO4600", "1603-05-08", "", "", "28 maij 1603"
"SRO4601", "1603-05-10", "", "", "10 maij"
"SRO4602", "1603-05-12", "", "", "12 maij"
"SRO4603", "1603-05-12", "", "", "12 maij"
"SRO4604", "1603-05-09", "", "", "9 maij"
"SRO4605", "1603-05-14", "", "", "14 Maij"
"SRO4606", "1603-05-18", "", "", "18 maij 1603"
"SRO4607", "1603-05-18", "", "", "18 maij 1603"
"SRO4608", "1603-05-18", "", "", "18 maij 1603"
"SRO4609", "1603-05-21", "", "", "21th Maie"
"SRO4610", "1603-05-30", "", "", "30. Maij"
"SRO4611", "1603-05-30", "", "", "30. Maij"
"SRO4612", "1603-05-30", "", "", "30. Maij"
"SRO4613", "1603-05-31", "", "", "vltimo Maij 1603"
"SRO4614", "1603-06-01", "", "", ".j. Junij"
"SRO4616", "1603-06-07", "", "", "7 Junij 1603"
"SRO4617", "1603-06-08", "", "", "8 Junij"
"SRO4618", "1603-06-08", "", "", "8 Junij"
"SRO4619", "1603-06-08", "", "", "8 Junij"
"SRO4620", "1603-06-10", "", "", "10 Junij"
"SRO4621", "1603-06-10", "", "", "10 Junij"
"SRO4622", "1603-06-11", "", "", "11 Junij 1603"
"SRO4623", "1603-06-11", "", "", "11 Junij 1603"
"SRO4624", "1603-06-15", "", "", "15th Junij 1603."
"SRO4625", "1603-06-16", "", "", "16th Junij 1603"
"SRO4626", "1603-06-16", "", "", "16th Junij"
"SRO4627", "1603-06-16", "", "", "16th Junij"
"SRO4628", "1603-06-16", "", "", "16th Junij"
"SRO4629", "1603-06-22", "", "", "22th Junij"
"SRO4630", "1603-06-27", "", "", "27. Junij"
"SRO4631", "1603-06-25", "", "", "25 Junij 1603"
"SRO4632", "1603-06-25", "", "", "25 Junij 1603"
"SRO4633", "1603-06-25", "", "", "25 Junij 1603"
"SRO4634", "1603-06-25", "", "", "25 Junij 1603"
"SRO4635", "1603-06-25", "", "", "25 Junij 1603"
"SRO4636", "1603-07-04", "", "", "4 Julij 1603"
"SRO4637", "1603-07-09", "", "", "9th Julij 1603./"
"SRO4638", "1603-07-09", "", "", "9th Julij"
"SRO4639", "1603-07-12", "", "", "12. Julij"
"SRO4640", "1603-07-14", "", "", "14th. Julij"
"SRO4641", "1603-07-15", "", "", "15 Julij"
"SRO4642", "1603-07-15", "", "", "15 Julij"
"SRO4643", "1603-07-19", "", "", "19th. Julij 1603"
"SRO4644", "1603-07-19", "", "", "19th Julij"
"SRO4645", "1603-07-22", "", "", "22th Julij"
"SRO4646", "1603-07-22", "", "", "22th Julij"
"SRO4647", "1603-07-27", "", "", "27th Julij 1603./"
"SRO4648", "1603-08-01", "", "", "primo Augusti."
"SRO4649", "1603-08-01", "", "", "primo Augusti."
"SRO4650", "1603-08-01", "", "", "primo Augusti."
"SRO4651", "1603-08-01", "", "", "primo Augusti."
"SRO4652", "1603-08-01", "", "", "primo Augusti."
"SRO4653", "1603-08-01", "", "", "primo Augusti."
"SRO4654", "1603-08-01", "", "", "primo Augusti"
"SRO4655", "1603-08-01", "", "", "primo Augusti"
"SRO4656", "1603-08-01", "", "", "primo Augusti"
"SRO4657", "1603-08-01", "", "", "primo Augusti"
"SRO4658", "1603-08-08", "", "", "8. Augusti 1603"
"SRO4659", "1603-08-09", "", "", "9 Augusti"
"SRO4660", "1603-08-09", "", "", "9 Augusti"
"SRO4661", "1603-08-09", "", "", "9 Augusti"
"SRO4662", "1603-08-09", "", "", "9 Augusti"
"SRO4663", "1603-10-24", "", "", "24th Octobris 1603./"
"SRO4664", "1603-10-24", "", "", "24th octobris./"
"SRO4665", "1603-10-29", "", "", "29th Octobris./"
"SRO4666", "1603-11-17", "", "", "17th Novembris./"
"SRO4667", "1603-11-19", "", "", "19th Novembris"
"SRO4668", "1603-10-15", "", "", "15o Octobris./ 1603"
"SRO4670", "1603-11-29", "", "", "29th Novembris./"
"SRO4671", "1603-08-15", "", "", "15. Augusti./ 1603"
"SRO4672", "1603-08-15", "", "", "15. Augusti./ 1603"
"SRO4673", "1603-08-15", "", "", "15. Augusti./ 1603"
"SRO4674", "1603-11-28", "", "", "28 novembris"
"SRO4675", "1603-12-05", "", "", "5to Decembris"
"SRO4676", "1603-12-08", "", "", "8 Decembris 1603"
"SRO4677", "1603-12-08", "", "", "8 Decembris 1603"
"SRO4678", "1603-12-08", "", "", "8th December"
"SRO4679", "1603-11-26", "", "", "26th Novembris./ or rather Decembris"
"SRO4680", "1603-12-29", "", "", "29 Decembris 1603"
"SRO4681", "1604-01-03", "", "", "3de of January 1604"
"SRO4682", "1604-01-12", "", "", "12 Januarij"
"SRO4683", "1604-01-16", "", "", "16. Januarij"
"SRO4684", "1604-01-25", "", "", "25th Januarij. / 1604"
"SRO4685", "1604-01-30", "", "", "30 Januarij"
"SRO4686", "1604-02-06", "", "", "6 Februarij"
"SRO4689", "1604-02-06", "", "", "6 Februarij"
"SRO4690", "1604-02-08", "", "", "8 Februarij"
"SRO4691", "1604-02-08", "", "", "8 Februarij"
"SRO4692", "1604-02-12", "", "", "12 februarij 1604"
"SRO4693", "1604-02-12", "", "", "12 februarij 1604"
"SRO4694", "1604-02-16", "", "", "16. februarij"
"SRO4695", "1604-02-16", "", "", "16. februarij"
"SRO4696", "1604-02-22", "", "", "22 februarij"
"SRO4697", "1604-02-27", "", "", "27 februarij 1604"
"SRO4698", "1604-02-08", "", "", "8 februarij"
"SRO4699", "1604-03-13", "", "", "13 marcij"
"SRO4700", "1604-03-09", "", "", "9 martij"
"SRO4701", "1604-03-09", "", "", "9 martij"
"SRO4702", "1604-03-19", "", "", "19no marcij 1604"
"SRO4703", "1604-03-19", "", "", "19no marcij 1604"
"SRO4704", "1604-03-19", "", "", "19no marcij 1604"
"SRO4705", "1604-03-20", "", "", "20o Martij"
"SRO4706", "1604-03-19", "", "", "19o Martij"
"SRO4707", "1604-03-21", "", "", "21o martij 1604"
"SRO4708", "1604-03-02", "", "", "2jo martij"
"SRO4709", "1604-03-02", "", "", "2jo Martij"
"SRO4711", "1604-03-21", "", "", "21th Martij"
"SRO4712", "1604-03-22", "", "", "22do / Marcij 1604"
"SRO4713", "1604-03-22", "", "", "22do / Marcij 1604"
"SRO4714", "1604-03-22", "", "", "22do / Marcij 1604"
"SRO4715", "1604-03-27", "", "", "27mo Marcij"
"SRO4716", "1604-03-27", "", "", "27mo Marcij"
"SRO4717", "1604-03-27", "", "", "27 marcij"
"SRO4718", "1604-03-27", "", "", "27 marcij"
"SRO4719", "1604-03-28", "", "", "28 marcij 1604"
"SRO4720", "1604-03-28", "", "", "28 marcij 1604"
"SRO4721", "1604-03-28", "", "", "28 marcij 1604"
"SRO4722", "1604-03-28", "", "", "28 marcij 1604"
"SRO4723", "1604-03-28", "", "", "28 marcij 1604"
"SRO4724", "1604-03-28", "", "", "28 marcij 1604"
"SRO4725", "1604-04-02", "", "", "2 aprilis 1604"
"SRO4726", "1604-04-02", "", "", "2 aprilis 1604"
"SRO4727", "1604-04-02", "", "", "2 aprilis 1604"
"SRO4728", "1604-04-02", "", "", "2 aprilis 1604"
"SRO4729", "1604-04-02", "", "", "2 aprilis 1604"
"SRO4730", "1604-04-02", "", "", "2 aprilis 1604"
"SRO4731", "1604-04-02", "", "", "2 aprilis 1604"
"SRO4732", "1604-04-02", "", "", "2 aprilis 1604"
"SRO4733", "", "1604-04-02", "1604-04-24", "2–24 April 1604."
"SRO4734", "", "1604-04-02", "1604-04-24", "2–24 April 1604."
"SRO4735", "", "1604-04-02", "1604-04-24", "2–24 April 1604."
"SRO4736", "1604-04-24", "", "", "24. aprilis 1604"
"SRO4737", "1604-04-25", "", "", "25th Aprill"
"SRO4738", "1604-04-30", "", "", "Vltimo Die Aprilis"
"SRO4739", "1604-04-30", "", "", "Vltimo die Aprilis"
"SRO4740", "1604-05-01", "", "", "Primo Maij 1604"
"SRO4741", "1604-05-04", "", "", "4th maij"
"SRO4742", "1604-05-06", "", "", "6 Maij"
"SRO4743", "1604-05-14", "", "", "14 Maij"
"SRO4744", "1604-05-14", "", "", "14 Maij"
"SRO4745", "1604-05-14", "", "", "14 Maij"
"SRO4746", "1604-05-14", "", "", "14 Maij"
"SRO4747", "1604-05-14", "", "", "14 Maij"
"SRO4748", "1604-05-18", "", "", "xviijo Maij 1604"
"SRO4749", "1604-05-22", "", "", "22 maij"
"SRO4750", "1604-05-21", "", "", "21 Maij 1604"
"SRO4751", "1604-05-21", "", "", "21 Maij 1604"
"SRO4752", "1604-05-21", "", "", "21 Maij 1604"
"SRO4755", "1604-05-21", "", "", "21 Maij 1604"
"SRO4756", "1604-05-21", "", "", "21 Maij 1604"
"SRO4757", "1604-05-21", "", "", "21 Maij 1604"
"SRO4758", "", "1604-05-21", "1604-05-22", "21 May–22 May 1604."
"SRO4759", "1604-05-22", "", "", "22o Maij 1604"
"SRO4760", "1604-06-04", "", "", "4 Junij"
"SRO4761", "1604-06-04", "", "", "4 Junij"
"SRO4762", "1604-06-04", "", "", "4 Junij"
"SRO4763", "1604-06-04", "", "", "4to Junij"
"SRO4764", "1604-06-04", "", "", "4to Junij"
"SRO4765", "1604-06-04", "", "", "4to Junij"
"SRO4766", "1604-06-04", "", "", "4to Junij"
"SRO4767", "1604-06-04", "", "", "4to Junij"
"SRO4768", "1604-06-10", "", "", "10 Junij 1604"
"SRO4769", "1604-06-11", "", "", "11. Junij"
"SRO4770", "1604-06-14", "", "", "14 Junij"
"SRO4771", "1604-06-18", "", "", "18 Junij"
"SRO4772", "1604-06-18", "", "", "18 Junij"
"SRO4773", "1604-06-25", "", "", "25to Junij 1604"
"SRO4774", "1604-06-27", "", "", "27 Junij"
"SRO4775", "1604-06-27", "", "", "27 Junij"
"SRO4776", "1604-06-27", "", "", "27 Junij"
"SRO4777", "1604-06-27", "", "", "27 Junij"
"SRO4778", "1604-06-27", "", "", "27 Junij"
"SRO4779", "1604-07-02", "", "", "2 Julij 1604"
"SRO4780", "1604-07-05", "", "", "5 Julij]"
"SRO4781", "1604-08-16", "", "", "16 Augustj"
"SRO4782", "1604-08-22", "", "", "22 Augustj"
"SRO4783", "1604-07-05", "", "", "Quinto die Julij"
"SRO4784", "1604-08-06", "", "", "6 Augusti 1604"
"SRO4785", "1604-08-06", "", "", "6 Augusti 1604"
"SRO4786", "1604-08-06", "", "", "6 Augusti 1604"
"SRO4787", "1604-08-16", "", "", "16 Augusti"
"SRO4788", "1604-08-22", "", "", "22 Augusti"
"SRO4789", "1604-08-23", "", "", "23to Augusti"
"SRO4790", "1604-08-29", "", "", "29 Augustj"
"SRO4791", "1604-08", "", "", "vltimo Augustj 1604"
"SRO4792", "1604-08-31", "", "", "vltimo Augustj 1604"
"SRO4793", "1604-09-03", "", "", "3 Septembris"
"SRO4794", "1604-09-03", "", "", "3 Septembris"
"SRO4795", "1604-09-03", "", "", "3 Septembris"
"SRO4796", "1604-09-05", "", "", "5to Septembris 1604"
"SRO4797", "1604-09-06", "", "", "6 Septembris"
"SRO4798", "1604-09-06", "", "", "6 Septembris"
"SRO4799", "1604-09-06", "", "", "6 Septembris"
"SRO4800", "1604-09-10", "", "", "10 Septembris"
"SRO4801", "1604-09-13", "", "", "13 Septembris 1604"
"SRO4802", "1604-09-20", "", "", "20 Septembris"
"SRO4803", "1604-09-22", "", "", "22 Septembris"
"SRO4804", "1604-09-26", "", "", "26 Septembris"
"SRO4805", "", "1604-09-26", "1604-10-01", "26 September–01 October 1604"
"SRO4806", "1604-10-01", "", "", "1 Octobris"
"SRO4807", "1604-10-01", "", "", "1 Octobris"
"SRO4808", "1604-10-09", "", "", "9 Octobris 1604"
"SRO4809", "1604-10-11", "", "", "11. Octobris"
"SRO4810", "1604-10-11", "", "", "11. Octobris"
"SRO4811", "1604-10-11", "", "", "11 Octobris"
"SRO4812", "1604-10-15", "", "", "15 octobris"
"SRO4813", "1604-10-19", "", "", "19 Octobris 1604"
"SRO4814", "1604-10-19", "", "", "19 Octobris 1604"
"SRO4815", "1604-10-29", "", "", "29 octobris"
"SRO4816", "1604-10-29", "", "", "29 octobris"
"SRO4817", "1604-10-30", "", "", "30 octobris"
"SRO4818", "1604-11-02", "", "", "2 Novembris"
"SRO4819", "1604-11-05", "", "", "/5 Novembris./"
"SRO4820", "1604-11-05", "", "", "/5 Novembris./"
"SRO4822", "1604-11-07", "", "", "7. novembris. 1604"
"SRO4823", "1604-11-07", "", "", "7. novembris. 1604"
"SRO4824", "1604-11-09", "", "", "9 novembris"
"SRO4825", "1604-11-09", "", "", "9 Novembris 1604"
"SRO4826", "1604-11-10", "", "", "10 Novembris"
"SRO4827", "1604-11-12", "", "", "12 Novembris"
"SRO4828", "1604-11-12", "", "", "12 Novembris"
"SRO4829", "1604-11-14", "", "", "14 Novembris"
"SRO4830", "1604-11-22", "", "", "22 novembris 1604"
"SRO4831", "1604-11-26", "", "", "26 Novembris"
"SRO4832", "1604-11-26", "", "", "26 Novembris"
"SRO4833", "1604-11-28", "", "", "28. Novembris"
"SRO4834", "1604-11-28", "", "", "28. Novembris"
"SRO4835", "1604-11-29", "", "", "29 novembris 1604"
"SRO4836", "1604-12-04", "", "", "4 decembris"
"SRO4837", "1604-12-04", "", "", "4 decembris"
"SRO4838", "1604-12-04", "", "", "4 Decembris"
"SRO4839", "1604-12-04", "", "", "4 Decembris"
"SRO4840", "1604-12-07", "", "", "vijo Decembris 1604"
"SRO4841", "1604-12-08", "", "", "viijo Decembris"
"SRO4842", "1604-12-22", "", "", "xxijo Decembris"
"SRO4843", "1604-12-26", "", "", "xxvjto Decembris"
"SRO4844", "1605-01-08", "", "", "viijo Januarij"
"SRO4845", "1605-01-10", "", "", "xo Januarij 1605"
"SRO4846", "1605-01-10", "", "", "xo Januarij 1605"
"SRO4847", "1605-01-10", "", "", "xo Januarij 1605"
"SRO4848", "1605-01-11", "", "", "11 Januarij"
"SRO4849", "1605-01-14", "", "", "14. Januarij"
"SRO4850", "1605-01-22", "", "", "22 Januarij 1605"
"SRO4851", "1605-01-22", "", "", "22 Januarij 1605"
"SRO4852", "1605-01-22", "", "", "22 Januarij 1605"
"SRO4853", "1605-01-22", "", "", "22. Januarij"
"SRO4854", "1605-01-24", "", "", "24th January"
"SRO4855", "1605-01-25", "", "", "25. Januarij"
"SRO4856", "1605-01-28", "", "", "28 Januarij 1605"
"SRO4857", "1605-01-29", "", "", "29 Januarij"
"SRO4858", "1605-02-02", "", "", "2o. Janu Februarij"
"SRO4859", "1605-02-02", "", "", "2o. Janu Februarij"
"SRO4860", "1605-02-08", "", "", "8 Februarij 1605"
"SRO4861", "1605-02-08", "", "", "8 Februarij 1605"
"SRO4862", "1605-02-08", "", "", "8 Februarij 1605"
"SRO4863", "", "1605-02-08", "1605-02-12", "8 Februarij - 12o Februarij"
"SRO4864", "1605-02-12", "", "", "12o Februarij 1605"
"SRO4865", "1605-02-12", "", "", "12o Februarij 1605"
"SRO4866", "1605-02-12", "", "", "12o Februarij 1605"
"SRO4867", "1605-02-22", "", "", "22. februarij"
"SRO4868", "1605-02-28", "", "", "vltimo Februarij"
"SRO4869", "1605-03-02", "", "", "ijo Martij"
"SRO4870", "1605-03-09", "", "", "ixo Marcij"
"SRO4871", "1605-03-11", "", "", "11 martij 1605"
"SRO4872", "1605-03-11", "", "", "11 martij 1605"
"SRO4873", "1605-03-11", "", "", "11 martij 1605"
"SRO4874", "1605-03-11", "", "", "11 martij 1605"
"SRO4875", "1605-03-14", "", "", "14to Marcij"
"SRO4876", "1605-03-21", "", "", "21 Martij 1605"
"SRO4877", "1605-03-22", "", "", "22 martij"
"SRO4878", "1605-03-22", "", "", "22 martij"
"SRO4879", "1605-03-22", "", "", "22 martij"
"SRO4880", "1605-03-27", "", "", "27 martij"
"SRO4881", "1605-04-05", "", "", "5 Aprilis"
"SRO4882", "1605-04-05", "", "", "vto Aprilis 1605"
"SRO4883", "1605-04-10", "", "", "xo Maij Aprilis"
"SRO4884", "1605-04-10", "", "", "xo Maij Aprilis"
"SRO4885", "1605-05-11", "", "", "xjo Maij"
"SRO4886", "1605-04-12", "", "", "12 Aprilis"
"SRO4887", "1605-04-26", "", "", "xxvjto Aprilis 1605"
"SRO4888", "1605-04-27", "", "", "27. Aprilis"
"SRO4889", "1605-04-30", "", "", "vltimo Aprilis"
"SRO4890", "1605-04-30", "", "", "vltimo Aprilis"
"SRO4891", "1605-05-02", "", "", "2 Maij"
"SRO4892", "1605-05-02", "", "", "2 Maij"
"SRO4893", "1605-05-02", "", "", "2 Maij"
"SRO4894", "1605-05-06", "", "", "6 Maij 1605"
"SRO4895", "1605-05-06", "", "", "6 Maij 1605"
"SRO4896", "1605-05-06", "", "", "6 Maij 1605"
"SRO4899", "1605-05-08", "", "", "8 maij 1605"
"SRO4900", "1605-05-08", "", "", "8 maij 1605"
"SRO4901", "1605-05-08", "", "", "8 maij 1605"
"SRO4902", "1605-05-09", "", "", "9 Maij"
"SRO4903", "1605-05-11", "", "", "11. Maij 1605"
"SRO4904", "1605-05-16", "", "", "xvjto Maij"
"SRO4905", "1605-05-20", "", "", "20 Maij"
"SRO4906", "1605-05-27", "", "", "27 Maij"
"SRO4907", "1605-05-27", "", "", "27 Maij"
"SRO4908", "1605-05-31", "", "", "vltimo Maij 1605"
"SRO4909", "1605-06-02", "", "", "2 Junij"
"SRO4910", "1605-06-05", "", "", "5 Junij"
"SRO4911", "1605-07-07", "", "", "7 Julij or rather Junij"
"SRO4912", "1605-07-08", "", "", "8 Julij. or rather Junij 1605"
"SRO4913", "1605-06-12", "", "", "12 Junij"
"SRO4914", "1605-06-15", "", "", "15 Junij"
"SRO4915", "1605-06-17", "", "", "17 Junij"
"SRO4916", "1605-06-17", "", "", "17 Junij"
"SRO4917", "1605-06-21", "", "", "21 Junij 1605"
"SRO4918", "1605-06-26", "", "", "xxvjto Junij"
"SRO4919", "1605-06-28", "", "", "xxviijto Junij"
"SRO4920", "1605-06-28", "", "", "28 Junij 1605"
"SRO4921", "1605-06-28", "", "", "28 Junij 1605"
"SRO4922", "1605-07-03", "", "", "Tertio Julij"
"SRO4923", "1605-07-05", "", "", "vto Julij 1605"
"SRO4924", "1605-07-05", "", "", "vto Julij 1605"
"SRO4925", "1605-07-05", "", "", "vto Julij 1605"
"SRO4926", "1605-07-12", "", "", "12 Julij"
"SRO4927", "1605-07-16", "", "", "16. Julij 1605"
"SRO4928", "1605-07-16", "", "", "16. Julij 1605"
"SRO4929", "1605-07-16", "", "", "16. Julij 1605"
"SRO4930", "1605-07-27", "", "", "xxvijo Julij"
"SRO4931", "1605-07-27", "", "", "xxvijo Julij"
"SRO4932", "1605-07-27", "", "", "xxvijo Julij"
"SRO4933", "1605-07-29", "", "", "xxixo Julij 1605"
"SRO4934", "1605-08-06", "", "", ".6. Augusti"
"SRO4935", "1605-08-06", "", "", ".6. Augusti"
"SRO4936", "1605-08-06", "", "", ".6. Augusti"
"SRO4937", "1605-08-12", "", "", "12 Augusti"
"SRO4938", "1605-08-12", "", "", "12 Augusti"
"SRO4939", "1605-08-12", "", "", "12 Augusti"
"SRO4940", "1605-08-12", "", "", "12 Augusti"
"SRO4941", "1605-08-12", "", "", "12 Augusti"
"SRO4942", "1605-08-12", "", "", "12 Augusti"
"SRO4943", "1605-08-12", "", "", "12 Augusti"
"SRO4945", "1605-08-16", "", "", "16 Augusti"
"SRO4946", "1605-08-19", "", "", "19 Augustj 1605"
"SRO4947", "1605-08-24", "", "", "24 Augustj"
"SRO4948", "1605-08-24", "", "", "24 Augustj"
"SRO4949", "1605-08-28", "", "", "xxviijo Augustj"
"SRO4950", "1605-09-04", "", "", "iiijo Septembris"
"SRO4951", "1605-09-05", "", "", "vto Septembris"
"SRO4952", "1605-09-07", "", "", "7to Septembris 1605"
"SRO4953", "1605-09-09", "", "", "9 Septembris"
"SRO4954", "1605-09-12", "", "", "xijo Septembris"
"SRO4955", "1605-09-13", "", "", "13 Septembris"
"SRO4956", "1605-09-13", "", "", "13 Septembris"
"SRO4957", "1605-09-14", "", "", "14to Septembris"
"SRO4958", "1605-09-16", "", "", "16 Septembris 1605"
"SRO4959", "1605-09-19", "", "", "19 Septembris"
"SRO4960", "1605-09-19", "", "", "19 Septembris"
"SRO4961", "1605-09-25", "", "", "25 Septembris"
"SRO4962", "1605-09-27", "", "", "27. Septembris"
"SRO4963", "1605-09-27", "", "", "27. Septembris"
"SRO4964", "1605-10-01", "", "", "Primo Octobris 1605"
"SRO4965", "1605-10-01", "", "", "Primo Octobris 1605"
"SRO4966", "1605-10-07", "", "", "7 octobris"
"SRO4967", "1605-10-07", "", "", "7 octobris"
"SRO4968", "1605-10-08", "", "", "8 octobris 1605"
"SRO4969", "1605-10-09", "", "", "9 octobris"
"SRO4970", "1605-10-12", "", "", "12 octobris"
"SRO4971", "1605-10-16", "", "", "16. Octobris"
"SRO4972", "1605-10-18", "", "", "18. 18 octobris 1605"
"SRO4973", "1605-10-26", "", "", "26 Octobris"
"SRO4974", "1605-11-13", "", "", "xiijo Novembris"
"SRO4975", "1605-11-13", "", "", "xiijo Novembris"
"SRO4976", "1605-11-20", "", "", "20 Novembris"
"SRO4977", "1605-11-26", "", "", "26 Novembris 1605"
"SRO4978", "1605-11-26", "", "", "26 Novembris 1605"
"SRO4979", "1605-11-26", "", "", "26 Novembris 1605"
"SRO4980", "1605-11-30", "", "", "vltimo Novembris"
"SRO4981", "1605-12-02", "", "", "2. Decembris 1605."
"SRO4982", "1605-12-02", "", "", "2. Decembris 1605."
"SRO4983", "1605-12-05", "", "", "5. decembris 1605"
"SRO4984", "1605-12-05", "", "", "5. decembris 1605"
"SRO4985", "1605-12-05", "", "", "5. decembris"
"SRO4986", "1605-12-09", "", "", "ix Decembris ./ 1605"
"SRO4987", "1605-12-09", "", "", "ix Decembris ./ 1605"
"SRO4988", "1605-12-11", "", "", "xj. decembris"
"SRO4989", "1605-12-11", "", "", "xj. decembris"
"SRO4991", "1605-12-14", "", "", "xiiijo Decembris 1605"
"SRO4992", "1605-12-16", "", "", "xvjto Decembris"
"SRO4993", "1606-01-03", "", "", "3 Januarij 1605"
"SRO4994", "1606-01-07", "", "", "vj vijo Januarij"
"SRO4995", "1606-01-08", "", "", "8o Januarij"
"SRO4996", "1606-01-08", "", "", "8o Januarij"
"SRO4997", "1606-01-10", "", "", "Januarij 10o"
"SRO4998", "1606-01-13", "", "", "13o Januarij 1606"
"SRO4999", "1606-01-15", "", "", "15 Januarij"
"SRO5000", "1606-01-16", "", "", "16 Januarij"
"SRO5001", "1606-01-16", "", "", "16 Januarij"
"SRO5002", "1606-01-16", "", "", "16. Januarij"
"SRO5003", "1606-01-16", "", "", "16. Januarij"
"SRO5004", "1606-01-16", "", "", "16. Januarij"
"SRO5005", "1606-01-17", "", "", "17. Januarij 1606"
"SRO5006", "1606-01-17", "", "", "17. Januarij 1606"
"SRO5007", "1606-01-18", "", "", "18 Januarij"
"SRO5008", "1606-01-18", "", "", "18 Januarij"
"SRO5009", "1606-01-20", "", "", "20 Januarij 1606"
"SRO5010", "1606-01-20", "", "", "20 Januarij 1606"
"SRO5011", "1606-01-20", "", "", "20 Januarij 1606"
"SRO5012", "1606-01-25", "", "", "25 Januarij"
"SRO5013", "1606-01-25", "", "", "25 Januarij"
"SRO5014", "1606-01-31", "", "", "vltimo Januarij 1606"
"SRO5015", "1606-02-01", "", "", "primo Januarij or rather Februarij"
"SRO5016", "1606-02-03", "", "", "3 februarij"
"SRO5017", "1606-02-03", "", "", "3 februarij"
"SRO5018", "1606-02-03", "", "", "3 februarij"
"SRO5019", "", "1606-02-03", "1606-02-04", "1606 2–4 February 1606"
"SRO5020", "1606-02-04", "", "", "iiijt o Februarij 1606"
"SRO5021", "1606-02-04", "", "", "iiijt o Februarij 1606"
"SRO5022", "1606-02-05", "", "", "vto Februarij"
"SRO5023", "1606-02-06", "", "", "6 Februarij"
"SRO5024", "1606-02-10", "", "", "10 Februarij"
"SRO5025", "1606-02-11", "", "", "11 februarij"
"SRO5026", "1606-02-13", "", "", "13 februarij 1606"
"SRO5027", "1606-02-17", "", "", "17 februarij"
"SRO5028", "1606-02-17", "", "", "17 februarij"
"SRO5029", "1606-02-17", "", "", "17 februarij"
"SRO5030", "1606-02-18", "", "", "18 Februarij"
"SRO5031", "1606-02-18", "", "", "18 Februarij"
"SRO5032", "1606-02-18", "", "", "18 Februarij"
"SRO5033", "1606-03", "", "", "Primo Martij 1606"
"SRO5034", "1606-03-03", "", "", "3 Marcij"
"SRO5035", "1606-03-03", "", "", "3 Marcij"
"SRO5036", "1606-03-04", "", "", "4 Martij"
"SRO5037", "1606-03-04", "", "", "4 Martij"
"SRO5038", "1606-03-05", "", "", "5 Martij 1606"
"SRO5039", "1606-03-10", "", "", "10 martij"
